DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Feb2017,-0.02921,0.25758,-0.26878,0.86456,0.5065,-0.14969,-0.60556,-0.95716,-1.29608,-1.27816,-1.25076,-1.04487,-0.79286,-0.62157,-0.82619,-0.701,-0.96887,-1.04956,-1.01569,-1.17851,-1.01156,-1.34214,-1.48213,-1.20322,-1.16477,-1.1861,-1.1631,-0.83131,-1.14868,-1.09767,-1.05036,-0.99579,-1.04423,-1.1583,-1.27721,-1.29918,-1.30267,-1.26766,-1.30706,-1.18309,-1.38288,-1.53127,-1.5151,-1.55305,-1.38204,-1.3552,-1.29113,-1.0732
Mar2017,0.67463,0.38407,0.39765,-0.0093,0.8947,0.58611,-0.04625,-0.45075,-0.74836,-1.10675,-1.1554,-1.13388,-0.92957,-0.68339,-0.52386,-0.74631,-0.61412,-0.88108,-0.9581,-0.92659,-1.0935,-0.92362,-1.27282,-1.42685,-1.12998,-1.09421,-1.12016,-1.09514,-0.75187,-1.07073,-1.02215,-0.97114,-0.91406,-0.96337,-1.08247,-1.19933,-1.22187,-1.22777,-1.18789,-1.23016,-1.10655,-1.31115,-1.47105,-1.46004,-1.50229,-1.32979,-1.30798,-1.24414
Apr2017,-1.77667,-0.53276,-0.49374,-0.40231,-0.62038,0.25155,-0.01302,-0.57164,-0.91401,-1.1686,-1.40564,-1.40587,-1.39929,-1.2368,-1.01716,-0.85231,-1.03635,-0.90334,-1.17135,-1.23377,-1.17636,-1.33057,-1.15693,-1.47871,-1.62381,-1.34958,-1.30857,-1.32437,-1.29739,-0.96108,-1.28516,-1.23785,-1.17334,-1.11435,-1.14683,-1.26444,-1.38524,-1.41721,-1.42284,-1.37065,-1.4079,-1.27194,-1.46732,-1.62009,-1.59942,-1.64227,-1.4682,-1.45048
May2017,-1.29475,-1.78194,-1.20503,-1.13477,-1.01722,-1.09668,-0.37429,-0.58686,-1.05964,-1.27062,-1.44795,-1.60678,-1.59711,-1.57877,-1.45752,-1.28853,-1.14349,-1.28785,-1.1742,-1.42078,-1.47465,-1.40848,-1.52838,-1.36236,-1.64631,-1.81191,-1.56341,-1.52441,-1.53694,-1.51007,-1.18971,-1.4902,-1.44838,-1.37188,-1.31086,-1.32041,-1.42865,-1.53627,-1.57728,-1.58579,-1.53123,-1.56873,-1.43408,-1.6237,-1.77884,-1.75389,-1.7863,-1.60431
Jun2017,0.05957,-0.85791,-1.46838,-1.01517,-1.01295,-0.90335,-1.01089,-0.32629,-0.51878,-0.97562,-1.19072,-1.35997,-1.5703,-1.5908,-1.56397,-1.4202,-1.2366,-1.08948,-1.2374,-1.12734,-1.37197,-1.43316,-1.36173,-1.4823,-1.30683,-1.5764,-1.73006,-1.49511,-1.46811,-1.47435,-1.44873,-1.14646,-1.45009,-1.41433,-1.3383,-1.27146,-1.28576,-1.38458,-1.48513,-1.516,-1.52162,-1.47434,-1.50713,-1.38549,-1.56748,-1.71666,-1.69707,-1.72723
Jul2017,-1.08502,-0.52514,-1.14732,-1.65584,-1.21971,-1.21516,-1.09275,-1.16934,-0.54193,-0.70045,-1.08809,-1.28444,-1.44781,-1.62408,-1.63319,-1.60817,-1.4722,-1.29856,-1.15926,-1.29433,-1.1908,-1.43718,-1.48816,-1.41005,-1.52093,-1.34838,-1.60352,-1.7476,-1.53019,-1.50602,-1.50574,-1.48323,-1.19424,-1.48106,-1.44193,-1.36726,-1.30612,-1.32121,-1.41226,-1.51484,-1.54776,-1.5527,-1.50567,-1.53434,-1.41879,-1.59489,-1.74723,-1.72271
Aug2017,-0.23034,-0.83518,-0.63553,-1.08084,-1.46407,-1.18528,-1.19116,-1.0866,-1.13806,-0.57638,-0.72612,-1.08128,-1.25273,-1.39238,-1.5586,-1.58767,-1.58099,-1.45654,-1.28211,-1.1541,-1.2872,-1.1863,-1.41335,-1.47001,-1.39562,-1.49866,-1.33509,-1.58081,-1.70661,-1.49864,-1.47499,-1.48047,-1.46343,-1.19197,-1.4581,-1.41739,-1.34678,-1.28555,-1.29893,-1.39046,-1.49229,-1.51734,-1.52133,-1.48113,-1.50996,-1.40304,-1.56855,-1.71722
Sep2017,-0.54137,-0.60662,-1.01855,-0.8417,-1.27356,-1.63927,-1.3479,-1.32083,-1.21041,-1.24749,-0.6942,-0.86124,-1.2074,-1.36229,-1.51844,-1.6908,-1.69903,-1.68811,-1.57849,-1.40471,-1.27186,-1.41653,-1.30779,-1.54345,-1.6129,-1.5176,-1.61791,-1.41969,-1.65511,-1.7859,-1.56928,-1.54566,-1.54506,-1.52799,-1.24959,-1.51045,-1.47335,-1.40131,-1.34164,-1.35002,-1.45302,-1.55129,-1.5791,-1.58452,-1.53988,-1.57305,-1.46164,-1.62596
Oct2017,-1.28581,-1.22478,-1.29919,-1.56409,-1.29567,-1.56476,-1.85012,-1.64276,-1.60368,-1.49348,-1.50148,-1.06491,-1.24115,-1.50363,-1.60613,-1.72978,-1.87601,-1.89522,-1.86459,-1.75178,-1.58424,-1.46731,-1.58406,-1.49088,-1.70254,-1.74614,-1.66115,-1.75368,-1.55671,-1.75069,-1.86675,-1.68552,-1.66224,-1.65932,-1.63576,-1.37787,-1.62602,-1.59966,-1.52449,-1.46638,-1.46941,-1.55953,-1.64493,-1.67235,-1.68229,-1.63491,-1.66147,-1.55793
Nov2017,-1.50094,-1.72698,-1.73284,-1.67298,-1.94063,-1.64242,-1.81582,-2.07782,-1.91683,-1.86122,-1.74544,-1.77354,-1.34012,-1.48308,-1.73715,-1.79841,-1.92014,-2.01987,-2.0684,-2.01462,-1.92144,-1.74985,-1.63111,-1.74012,-1.6529,-1.85067,-1.8873,-1.80113,-1.88314,-1.70208,-1.89512,-2.02193,-1.85568,-1.81989,-1.80812,-1.77208,-1.5139,-1.75223,-1.73059,-1.64823,-1.59285,-1.58195,-1.66778,-1.75097,-1.78338,-1.78654,-1.73839,-1.75562
Dec2017,-0.39725,-1.63872,-2.10434,-2.03677,-1.87428,-2.14304,-1.7673,-1.94369,-2.24507,-2.07728,-2.00957,-1.89076,-1.89305,-1.45594,-1.63542,-1.84999,-1.88917,-1.99825,-2.05529,-2.0904,-2.04663,-1.96947,-1.80306,-1.68605,-1.79791,-1.71017,-1.90749,-1.9014,-1.81473,-1.90958,-1.7337,-1.91412,-2.03812,-1.88734,-1.85111,-1.84158,-1.80971,-1.5524,-1.78706,-1.76425,-1.67985,-1.62373,-1.61398,-1.7011,-1.79138,-1.82712,-1.83274,-1.78078
Jan2018,0.55833,-0.00855,-0.94874,-1.72479,-1.77576,-1.70757,-2.07456,-1.64875,-1.8044,-2.10775,-1.93072,-1.88958,-1.7724,-1.76442,-1.33281,-1.49959,-1.71263,-1.78339,-1.89042,-1.97641,-2.04059,-1.99283,-1.92097,-1.76651,-1.66697,-1.79554,-1.68722,-1.90461,-1.91661,-1.84897,-1.9512,-1.78158,-1.98267,-2.13623,-1.96431,-1.92897,-1.91284,-1.88171,-1.60637,-1.85211,-1.81714,-1.72575,-1.67545,-1.64898,-1.7411,-1.83923,-1.8735,-1.87058
Feb2018,1.11499,0.98035,0.42974,-0.34836,-1.18254,-1.34287,-1.34477,-1.64254,-1.38086,-1.56211,-1.83657,-1.67896,-1.65845,-1.56103,-1.57037,-1.13942,-1.2955,-1.53204,-1.62449,-1.73284,-1.84385,-1.89542,-1.87025,-1.78783,-1.63667,-1.54644,-1.6781,-1.57083,-1.76825,-1.79724,-1.74156,-1.85463,-1.68782,-1.90154,-2.04067,-1.8551,-1.82089,-1.81214,-1.78868,-1.51362,-1.75362,-1.72515,-1.64008,-1.58781,-1.5644,-1.65514,-1.75241,-1.78077
Mar2018,0.84094,1.04955,1.04875,0.612,0.02376,-0.81434,-0.97765,-1.01948,-1.25625,-1.1325,-1.38762,-1.6624,-1.52146,-1.51447,-1.42759,-1.44318,-1.00041,-1.1663,-1.43103,-1.53616,-1.63499,-1.77829,-1.84241,-1.82358,-1.73196,-1.57316,-1.47616,-1.60779,-1.49651,-1.67946,-1.71648,-1.65656,-1.77102,-1.59857,-1.8319,-1.97474,-1.77331,-1.74155,-1.72753,-1.70453,-1.42187,-1.67197,-1.64893,-1.56787,-1.51667,-1.49812,-1.59942,-1.70048
Apr2018,1.63259,1.5277,1.61457,1.64226,1.25361,0.81594,0.07309,-0.23321,-0.32436,-0.55679,-0.5756,-0.91037,-1.21438,-1.06109,-1.06292,-0.97493,-1.02575,-0.5699,-0.67985,-0.9827,-1.14902,-1.27687,-1.46771,-1.53102,-1.53286,-1.42237,-1.26416,-1.16303,-1.30558,-1.19264,-1.37756,-1.42789,-1.38718,-1.5119,-1.34485,-1.60049,-1.74412,-1.52304,-1.49674,-1.49105,-1.47405,-1.18804,-1.42682,-1.40221,-1.33722,-1.2919,-1.2963,-1.39923
May2018,0.70753,1.57114,1.4732,1.63303,1.65944,1.31612,0.94149,0.34926,-0.00861,-0.11752,-0.32935,-0.36915,-0.72581,-1.02373,-0.8578,-0.86904,-0.79922,-0.85407,-0.42212,-0.51811,-0.80865,-0.98426,-1.10866,-1.30253,-1.37155,-1.39371,-1.27372,-1.12098,-1.02791,-1.1759,-1.06745,-1.23695,-1.29051,-1.25786,-1.37785,-1.21852,-1.46962,-1.59434,-1.37498,-1.35415,-1.35947,-1.35396,-1.07939,-1.31557,-1.29841,-1.24375,-1.19638,-1.20579
Jun2018,-0.66626,0.07611,0.8801,0.96745,1.16422,1.16464,0.92918,0.59462,0.08515,-0.23485,-0.31706,-0.48648,-0.49597,-0.82928,-1.12362,-0.96954,-0.97332,-0.89729,-0.94396,-0.53966,-0.63432,-0.91177,-1.07301,-1.19086,-1.3585,-1.41604,-1.43327,-1.33306,-1.19598,-1.10057,-1.23964,-1.13929,-1.31548,-1.37039,-1.33055,-1.4332,-1.28055,-1.51298,-1.63023,-1.41942,-1.39756,-1.40206,-1.38892,-1.12711,-1.35317,-1.33661,-1.28243,-1.23567
Jul2018,-0.62248,-0.85751,-0.2004,0.64664,0.76044,0.97103,0.96938,0.75403,0.42857,-0.04809,-0.31685,-0.39628,-0.55363,-0.55605,-0.86595,-1.13519,-0.99132,-0.99385,-0.92141,-0.96426,-0.58639,-0.68311,-0.94249,-1.08899,-1.19964,-1.35552,-1.41139,-1.42599,-1.33263,-1.20409,-1.11213,-1.24391,-1.14653,-1.31271,-1.36011,-1.32162,-1.42135,-1.28093,-1.5002,-1.61937,-1.41785,-1.39676,-1.40059,-1.38622,-1.13537,-1.35459,-1.34431,-1.28907
Aug2018,-0.02938,-0.45745,-0.78587,-0.29804,0.46147,0.62364,0.83645,0.85197,0.65597,0.35684,-0.09155,-0.3498,-0.42174,-0.56407,-0.56387,-0.85217,-1.10971,-0.96947,-0.96742,-0.90264,-0.94484,-0.58293,-0.68226,-0.92536,-1.06492,-1.17027,-1.32171,-1.37705,-1.38294,-1.29114,-1.17003,-1.08819,-1.21441,-1.12643,-1.2767,-1.31944,-1.28464,-1.37714,-1.24315,-1.45812,-1.57625,-1.37545,-1.35503,-1.36322,-1.35143,-1.11316,-1.32216,-1.31263
Sep2018,-0.6701,-0.57327,-0.77767,-1.03826,-0.52938,0.19003,0.39065,0.57117,0.60149,0.44674,0.17375,-0.27034,-0.50224,-0.55901,-0.69378,-0.68194,-0.96046,-1.22423,-1.09654,-1.1011,-1.03487,-1.08182,-0.70573,-0.8059,-1.05479,-1.18853,-1.28897,-1.421,-1.4608,-1.46972,-1.3767,-1.25766,-1.17244,-1.29499,-1.19966,-1.34596,-1.38999,-1.3526,-1.44682,-1.3064,-1.53477,-1.64951,-1.44815,-1.42826,-1.4327,-1.42339,-1.18018,-1.3882
Oct2018,1.37046,0.67695,0.58728,0.36888,-0.06359,0.17389,0.71277,0.83172,0.97617,0.97488,0.79235,0.57511,0.23165,0.00209,-0.0923,-0.23681,-0.26032,-0.55021,-0.82737,-0.68524,-0.69533,-0.65447,-0.70633,-0.35433,-0.42863,-0.65656,-0.82146,-0.93814,-1.09574,-1.14495,-1.15056,-1.05465,-0.93956,-0.86924,-0.99637,-0.91157,-1.04433,-1.09459,-1.07515,-1.17118,-1.05099,-1.26473,-1.36376,-1.16403,-1.14961,-1.16083,-1.15618,-0.92982
Nov2018,0.90026,1.48771,0.88279,0.76386,0.58457,0.15086,0.3555,0.87568,0.97878,1.11645,1.10635,0.9227,0.70417,0.36807,0.1564,0.05507,-0.09116,-0.1356,-0.42841,-0.71327,-0.57749,-0.59491,-0.55744,-0.61359,-0.26268,-0.32701,-0.55494,-0.72598,-0.84568,-1.01544,-1.07269,-1.08003,-0.98146,-0.85914,-0.79178,-0.92528,-0.843,-0.96863,-1.01952,-1.00313,-1.10255,-0.98359,-1.19614,-1.29287,-1.09281,-1.0761,-1.08995,-1.08677
Dec2018,-1.03632,-0.00726,1.16061,0.57271,0.44081,0.26562,-0.13888,0.11318,0.66843,0.80096,0.94728,0.94124,0.77153,0.55461,0.20561,-0.01325,-0.10277,-0.24701,-0.29468,-0.57793,-0.84462,-0.70537,-0.71685,-0.67524,-0.72637,-0.37804,-0.44891,-0.67641,-0.83428,-0.94847,-1.10867,-1.15842,-1.16564,-1.07258,-0.95419,-0.88393,-1.0133,-0.92693,-1.0548,-1.10432,-1.08321,-1.18015,-1.06022,-1.26989,-1.37071,-1.17513,-1.15973,-1.1716
Jan2019,-0.59838,-1.06772,-0.35617,0.75436,0.29561,0.19334,0.05781,-0.32758,-0.07548,0.48019,0.63244,0.78629,0.79038,0.6369,0.42482,0.07987,-0.13879,-0.22094,-0.35959,-0.40102,-0.67824,-0.92947,-0.80063,-0.81384,-0.77563,-0.83142,-0.47671,-0.55385,-0.78486,-0.94404,-1.06019,-1.2265,-1.27805,-1.29671,-1.19332,-1.0689,-0.99267,-1.12826,-1.03389,-1.17091,-1.21993,-1.19339,-1.29654,-1.16102,-1.37456,-1.48152,-1.28264,-1.26209
Feb2019,-1.56999,-1.74889,-1.70001,-1.0348,0.17161,-0.18861,-0.24645,-0.39139,-0.70179,-0.41909,0.15238,0.34018,0.52128,0.54589,0.41189,0.18548,-0.17361,-0.38306,-0.44897,-0.57545,-0.60137,-0.86476,-1.10452,-0.98707,-0.99392,-0.95499,-1.00788,-0.65834,-0.73531,-0.95204,-1.09851,-1.20928,-1.36032,-1.40851,-1.4253,-1.32756,-1.20391,-1.1252,-1.25446,-1.15711,-1.29099,-1.34013,-1.30646,-1.40276,-1.2615,-1.47001,-1.57835,-1.38694
Mar2019,-1.49353,-1.74549,-1.81136,-1.81995,-1.41405,-0.50159,-0.7414,-0.74537,-0.86986,-1.04,-0.76579,-0.21728,0.01168,0.21306,0.25531,0.13794,-0.09918,-0.47706,-0.64651,-0.68845,-0.80718,-0.80792,-1.06234,-1.29714,-1.18789,-1.19215,-1.15157,-1.20187,-0.84691,-0.9286,-1.14061,-1.26724,-1.37163,-1.5049,-1.55357,-1.57152,-1.4814,-1.35598,-1.26423,-1.38884,-1.28496,-1.42486,-1.47978,-1.43776,-1.53376,-1.38162,-1.5992,-1.71433
Apr2019,0.7015,-0.41149,-1.04618,-1.27871,-1.41249,-1.06404,-0.24409,-0.55473,-0.57349,-0.6908,-0.89639,-0.63184,-0.11363,0.10612,0.30486,0.33336,0.2101,-0.02088,-0.36679,-0.52804,-0.5843,-0.70772,-0.72501,-0.98262,-1.21799,-1.10485,-1.10987,-1.06732,-1.1196,-0.76544,-0.84893,-1.0695,-1.20205,-1.30974,-1.44267,-1.5006,-1.51897,-1.42796,-1.3028,-1.20873,-1.33799,-1.22995,-1.35974,-1.41259,-1.37561,-1.47583,-1.33315,-1.5543
May2019,-0.44551,-0.08446,-0.66393,-1.09792,-1.26784,-1.37215,-1.12061,-0.45413,-0.77421,-0.76659,-0.85011,-1.00702,-0.78151,-0.33787,-0.10092,0.08863,0.1236,0.03941,-0.18339,-0.52827,-0.67437,-0.71376,-0.82477,-0.83152,-1.06534,-1.29597,-1.18778,-1.19325,-1.15412,-1.20602,-0.86384,-0.94693,-1.15479,-1.27275,-1.37135,-1.48591,-1.5413,-1.54939,-1.46777,-1.35058,-1.26015,-1.39109,-1.28701,-1.41445,-1.47339,-1.43785,-1.52992,-1.38427
Jun2019,-1.73539,-1.40698,-0.92983,-1.30969,-1.59947,-1.71377,-1.83305,-1.58158,-0.99968,-1.1959,-1.14859,-1.20405,-1.31628,-1.09131,-0.69081,-0.48068,-0.30565,-0.24824,-0.29479,-0.505,-0.84487,-0.97576,-0.98885,-1.08383,-1.06432,-1.27074,-1.48161,-1.40029,-1.4111,-1.36183,-1.40592,-1.0906,-1.18494,-1.38105,-1.47419,-1.55059,-1.64662,-1.69202,-1.70102,-1.62917,-1.51634,-1.42629,-1.53913,-1.44042,-1.56053,-1.61517,-1.57347,-1.65637
Jul2019,-0.34423,-1.4368,-1.32186,-0.97771,-1.29676,-1.58786,-1.66394,-1.76144,-1.53805,-0.984,-1.16732,-1.13038,-1.18806,-1.28773,-1.07544,-0.68964,-0.49561,-0.3305,-0.27402,-0.31921,-0.52087,-0.84731,-0.96914,-0.9793,-1.06987,-1.05103,-1.24804,-1.44766,-1.371,-1.38339,-1.33415,-1.37816,-1.07575,-1.16388,-1.34604,-1.43427,-1.511,-1.61108,-1.65156,-1.66744,-1.59834,-1.48952,-1.40307,-1.51056,-1.41831,-1.53506,-1.59571,-1.55317
Aug2019,0.00509,-0.28413,-1.15229,-1.13981,-0.90967,-1.19377,-1.46137,-1.55521,-1.62273,-1.42892,-0.92739,-1.10857,-1.07737,-1.12614,-1.22369,-1.04159,-0.68378,-0.49151,-0.33617,-0.28476,-0.32161,-0.5155,-0.83158,-0.94587,-0.95557,-1.04223,-1.02484,-1.21624,-1.40001,-1.32378,-1.33551,-1.29512,-1.3397,-1.05493,-1.13013,-1.30247,-1.38914,-1.45939,-1.55753,-1.60039,-1.61976,-1.54471,-1.4404,-1.36255,-1.46763,-1.38323,-1.49226,-1.55225
Sep2019,-0.6987,-0.5711,-0.65324,-1.41061,-1.38915,-1.11434,-1.40229,-1.66001,-1.75514,-1.80018,-1.60832,-1.10298,-1.26908,-1.21218,-1.26789,-1.35938,-1.15574,-0.8062,-0.62226,-0.47166,-0.41961,-0.45245,-0.64151,-0.96301,-1.08076,-1.07926,-1.15984,-1.11996,-1.30124,-1.49017,-1.41254,-1.42479,-1.37898,-1.42216,-1.13319,-1.20551,-1.37624,-1.45997,-1.53252,-1.62656,-1.68409,-1.69673,-1.62292,-1.51785,-1.43479,-1.5447,-1.45623,-1.5629
Oct2019,-0.25723,-0.63375,-0.64334,-0.72159,-1.32524,-1.32199,-1.12898,-1.38429,-1.60319,-1.66271,-1.69754,-1.58471,-1.1674,-1.3103,-1.25462,-1.29736,-1.38956,-1.20692,-0.87627,-0.69845,-0.55794,-0.51752,-0.54448,-0.71493,-1.00823,-1.10439,-1.10952,-1.18682,-1.14374,-1.30566,-1.47841,-1.41009,-1.41942,-1.37996,-1.41631,-1.14747,-1.22031,-1.38347,-1.45715,-1.52065,-1.60819,-1.65775,-1.66341,-1.59456,-1.50508,-1.4271,-1.52547,-1.44316
Nov2019,0.3394,-0.19714,-0.52757,-0.55984,-0.64682,-1.25871,-1.25956,-1.09307,-1.34904,-1.56248,-1.61978,-1.69448,-1.55273,-1.10373,-1.27473,-1.2207,-1.26607,-1.35713,-1.19833,-0.87056,-0.69997,-0.56516,-0.52522,-0.55266,-0.7183,-0.99565,-1.08868,-1.09943,-1.17616,-1.14255,-1.31046,-1.4907,-1.42449,-1.42604,-1.38638,-1.41835,-1.14958,-1.21573,-1.37813,-1.45032,-1.51684,-1.59594,-1.64274,-1.64754,-1.58006,-1.48789,-1.41337,-1.50595
Dec2019,0.32919,0.2823,-0.16003,-0.53193,-0.55145,-0.62136,-1.21586,-1.2378,-1.08112,-1.35542,-1.57488,-1.63356,-1.69182,-1.54922,-1.0988,-1.25582,-1.19498,-1.23694,-1.32478,-1.16503,-0.83961,-0.66464,-0.52878,-0.4888,-0.51706,-0.68518,-0.96453,-1.05225,-1.0647,-1.146,-1.11724,-1.28155,-1.45764,-1.39489,-1.39858,-1.36087,-1.39712,-1.12761,-1.19245,-1.35441,-1.428,-1.49521,-1.57839,-1.62652,-1.63672,-1.56896,-1.47805,-1.40293
Jan2020,1.74009,1.31509,1.25257,0.84936,0.37801,0.28271,0.21544,-0.52283,-0.64853,-0.49499,-0.77552,-1.02849,-1.10508,-1.18132,-1.01182,-0.56038,-0.76952,-0.7701,-0.82807,-0.96859,-0.82407,-0.49154,-0.32319,-0.19596,-0.16536,-0.21079,-0.38088,-0.65764,-0.77087,-0.81003,-0.90532,-0.90012,-1.09075,-1.2876,-1.19851,-1.20792,-1.17364,-1.22534,-0.93973,-1.00481,-1.17877,-1.27066,-1.35412,-1.44136,-1.49268,-1.5025,-1.42094,-1.32104
Feb2020,-1.98928,0.71563,0.53564,0.53016,0.14439,-0.2235,-0.26724,-0.33793,-0.97129,-1.02226,-0.88057,-1.12301,-1.33627,-1.40069,-1.45801,-1.30068,-0.88347,-1.05646,-1.03245,-1.07835,-1.18986,-1.04903,-0.73778,-0.57601,-0.44811,-0.41187,-0.44863,-0.60905,-0.8822,-0.98241,-1.00967,-1.09811,-1.08006,-1.26095,-1.45203,-1.37012,-1.37606,-1.33694,-1.38378,-1.0994,-1.16381,-1.33355,-1.4134,-1.48934,-1.56158,-1.61217,-1.62697,-1.55162
Mar2020,1.64742,0.5955,1.56241,1.25816,1.23653,0.9574,0.49499,0.42111,0.35115,-0.33475,-0.5047,-0.35806,-0.61853,-0.8621,-0.95523,-1.04788,-0.86411,-0.41852,-0.61716,-0.62985,-0.69186,-0.83877,-0.68826,-0.35328,-0.19372,-0.06921,-0.04176,-0.0984,-0.27034,-0.5416,-0.65497,-0.69494,-0.78962,-0.78455,-0.98219,-1.17463,-1.08051,-1.09186,-1.05539,-1.11239,-0.8281,-0.88893,-1.07368,-1.17543,-1.26176,-1.35768,-1.41627,-1.42862
Apr2020,0.68459,1.46911,0.73332,1.46354,1.2557,1.26005,1.05242,0.62097,0.55066,0.44879,-0.22236,-0.38133,-0.2565,-0.5171,-0.75985,-0.84773,-0.94907,-0.7612,-0.31522,-0.50347,-0.53023,-0.59618,-0.75943,-0.61493,-0.27166,-0.10993,0.01716,0.03905,-0.01986,-0.19464,-0.46376,-0.58247,-0.62702,-0.72269,-0.72168,-0.92366,-1.11759,-1.02258,-1.03592,-0.99932,-1.06096,-0.77339,-0.83019,-1.01133,-1.11667,-1.20624,-1.31104,-1.37056
May2020,0.311,0.47049,1.23705,0.64628,1.32256,1.16373,1.17267,1.02417,0.63221,0.53252,0.4329,-0.18231,-0.34862,-0.25255,-0.47206,-0.7041,-0.79047,-0.88327,-0.70847,-0.29211,-0.47134,-0.49607,-0.5628,-0.71719,-0.57472,-0.22346,-0.06765,0.05903,0.07858,0.0128,-0.16565,-0.43698,-0.54915,-0.58792,-0.68235,-0.68035,-0.87467,-1.0551,-0.95964,-0.97401,-0.94245,-1.01184,-0.73289,-0.79123,-0.97517,-1.08394,-1.17033,-1.27446
Jun2020,0.42869,0.43687,0.56611,1.12433,0.65327,1.21396,1.1055,1.10584,1.0168,0.67523,0.58428,0.49793,-0.01881,-0.18357,-0.1055,-0.33472,-0.55768,-0.64315,-0.73961,-0.57898,-0.17004,-0.3416,-0.38021,-0.45578,-0.60821,-0.47977,-0.1444,-0.00644,0.11269,0.1288,0.05907,-0.11616,-0.36936,-0.47888,-0.51661,-0.60981,-0.61092,-0.79489,-0.96564,-0.86764,-0.88179,-0.85497,-0.91192,-0.64594,-0.70038,-0.88167,-0.99217,-1.07835
Jul2020,-1.50345,-0.40753,-0.15275,0.06885,0.73636,0.24187,0.84498,0.78063,0.79161,0.67657,0.35448,0.28232,0.2202,-0.25377,-0.39782,-0.31516,-0.52174,-0.72416,-0.79642,-0.88023,-0.73164,-0.35908,-0.51784,-0.54084,-0.60507,-0.73897,-0.61296,-0.30108,-0.16443,-0.05128,-0.0374,-0.09393,-0.25759,-0.50332,-0.60644,-0.63727,-0.72138,-0.71706,-0.8887,-1.05432,-0.96233,-0.97562,-0.94561,-0.99829,-0.74059,-0.79466,-0.97166,-1.07294
Aug2020,-1.23635,-1.59722,-0.91279,-0.61465,-0.40908,0.31662,-0.15086,0.47796,0.45839,0.48358,0.35714,0.04336,-0.01157,-0.05877,-0.47556,-0.59399,-0.51508,-0.69347,-0.87653,-0.94109,-1.01488,-0.8721,-0.53846,-0.67951,-0.68693,-0.74166,-0.85668,-0.7368,-0.44567,-0.31217,-0.20608,-0.19116,-0.23452,-0.39279,-0.62382,-0.71865,-0.74445,-0.82041,-0.8073,-0.97314,-1.13294,-1.04532,-1.05746,-1.02837,-1.07845,-0.83057,-0.88275,-1.05079
Sep2020,-0.85193,-1.4053,-1.93033,-1.23302,-0.90034,-0.67388,0.06293,-0.36311,0.22175,0.22776,0.25669,0.12198,-0.16171,-0.20305,-0.23588,-0.62675,-0.73446,-0.66675,-0.84815,-1.03722,-1.10123,-1.18049,-1.02824,-0.68848,-0.82833,-0.82511,-0.87177,-0.96825,-0.84112,-0.56045,-0.43455,-0.33415,-0.31881,-0.35524,-0.50841,-0.72993,-0.81839,-0.83739,-0.91052,-0.89009,-1.05923,-1.21805,-1.13404,-1.14618,-1.11313,-1.16412,-0.9137,-0.96483
Oct2020,-0.70924,-1.01198,-1.50932,-1.9017,-1.37111,-1.09739,-0.91732,-0.25871,-0.63212,-0.09456,-0.07047,-0.02428,-0.15369,-0.40419,-0.43055,-0.4594,-0.81333,-0.90124,-0.83793,-0.99749,-1.16171,-1.22264,-1.28621,-1.14908,-0.84519,-0.96359,-0.95659,-0.99628,-1.07138,-0.94997,-0.69586,-0.57643,-0.47703,-0.45951,-0.50279,-0.63717,-0.84486,-0.93215,-0.94606,-1.01068,-0.9878,-1.13968,-1.28368,-1.20805,-1.22135,-1.18767,-1.23227,-0.99696
Nov2020,0.88601,-0.14956,-0.5567,-1.00535,-1.42526,-1.10485,-0.87654,-0.72007,-0.08078,-0.45368,0.06923,0.08585,0.13005,0.00306,-0.24219,-0.28024,-0.31374,-0.68508,-0.78649,-0.7272,-0.89459,-1.06337,-1.1257,-1.19139,-1.054,-0.73982,-0.85826,-0.86238,-0.90586,-0.9932,-0.87557,-0.61464,-0.4928,-0.39034,-0.37692,-0.42897,-0.56857,-0.77136,-0.85895,-0.87566,-0.94268,-0.9224,-1.0737,-1.21526,-1.13835,-1.14877,-1.11837,-1.1632
Dec2020,0.14073,0.65787,-0.21362,-0.64325,-1.06415,-1.46883,-1.11279,-0.89335,-0.74087,-0.09939,-0.47577,0.06721,0.08768,0.13392,0.00601,-0.24185,-0.27587,-0.31254,-0.69,-0.7885,-0.72508,-0.88493,-1.05355,-1.11808,-1.18534,-1.04772,-0.73339,-0.85162,-0.85565,-0.90043,-0.98896,-0.87159,-0.61309,-0.48971,-0.39127,-0.37528,-0.42704,-0.56303,-0.76764,-0.85475,-0.87128,-0.93959,-0.92019,-1.07106,-1.21595,-1.13986,-1.1519,-1.12193
