DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Mar2013,1.51729,1.32367,1.20309,0.50345,0.50401,0.79421,0.53087,-0.0736,-0.15212,-0.50789,-1.07999,-0.79024,-0.93423,-1.04507,-1.19467,-1.33659,-1.01511,-1.4659,-1.80455,-1.91795,-1.86682,-1.87379,-1.96387,-2.04804,-1.82707,-1.87844,-1.88504,-1.89156,-1.90872,-1.90928,-1.86841,-1.91738,-2.02668,-1.85062,-1.87993,-1.94902,-1.91057,-1.8346,-1.67405,-1.55033,-1.60663,-1.76918,-1.78029,-1.77975,-1.87661,-1.97289,-2.17044,-2.10142
Apr2013,0.90455,1.46672,1.37058,1.29591,0.73756,0.72351,1.01725,0.7502,0.1717,0.06543,-0.31008,-0.8828,-0.61072,-0.76046,-0.87592,-1.01898,-1.17206,-0.84938,-1.25642,-1.6305,-1.76937,-1.73607,-1.75773,-1.83619,-1.94393,-1.71745,-1.77936,-1.77797,-1.78481,-1.8,-1.80556,-1.77218,-1.82838,-1.94466,-1.76018,-1.80253,-1.87342,-1.83334,-1.76043,-1.5945,-1.47065,-1.52485,-1.67219,-1.68225,-1.68925,-1.79218,-1.90599,-2.11228
May2013,0.25942,0.59757,1.21172,1.2076,1.14177,0.66211,0.66932,0.97096,0.74064,0.14615,0.05149,-0.28147,-0.83016,-0.59731,-0.70955,-0.82345,-0.9578,-1.10229,-0.8032,-1.16257,-1.50511,-1.65719,-1.62233,-1.65511,-1.74156,-1.88865,-1.65667,-1.72488,-1.72973,-1.73447,-1.74544,-1.72754,-1.70612,-1.76771,-1.87258,-1.6932,-1.73635,-1.78943,-1.75301,-1.68933,-1.53541,-1.42254,-1.48355,-1.62617,-1.6443,-1.65972,-1.75514,-1.86624
Jun2013,0.84874,0.69194,0.87904,1.27673,1.31603,1.24224,0.86849,0.86569,1.13298,0.93202,0.43783,0.34471,0.04666,-0.52228,-0.296,-0.42997,-0.54273,-0.68701,-0.84534,-0.55326,-0.89363,-1.26151,-1.44157,-1.41208,-1.44976,-1.52938,-1.66302,-1.42834,-1.51003,-1.5142,-1.52019,-1.5334,-1.53425,-1.51754,-1.58798,-1.67939,-1.52414,-1.56024,-1.60575,-1.55158,-1.488,-1.35007,-1.2373,-1.31209,-1.44831,-1.46438,-1.49148,-1.58777
Jul2013,-0.85511,0.31541,0.32501,0.58798,1.03879,1.08152,1.00533,0.65194,0.65695,0.90555,0.71313,0.26144,0.1855,-0.08786,-0.61319,-0.39272,-0.51747,-0.62045,-0.75196,-0.89869,-0.6269,-0.95761,-1.29956,-1.461,-1.43207,-1.46229,-1.53936,-1.66446,-1.44515,-1.52446,-1.52288,-1.5309,-1.54162,-1.54039,-1.51834,-1.5817,-1.67179,-1.53046,-1.56194,-1.61292,-1.56347,-1.50208,-1.36814,-1.25796,-1.33103,-1.46329,-1.48545,-1.50782
Aug2013,-0.30807,-0.75834,-0.02673,0.06186,0.32516,0.83786,0.88137,0.82754,0.50511,0.51808,0.75361,0.56474,0.13334,0.06529,-0.17905,-0.65955,-0.45251,-0.5598,-0.65574,-0.78106,-0.91877,-0.65875,-0.97822,-1.3015,-1.45289,-1.4224,-1.45176,-1.5264,-1.63521,-1.42623,-1.49988,-1.50387,-1.51624,-1.53081,-1.52224,-1.49765,-1.55781,-1.6388,-1.50551,-1.53962,-1.59305,-1.53899,-1.47981,-1.35594,-1.25207,-1.32481,-1.44892,-1.47151
Sep2013,-1.23967,-1.11214,-1.3547,-0.55893,-0.36586,-0.09421,0.45777,0.48733,0.46268,0.19644,0.21558,0.43192,0.26055,-0.13829,-0.18659,-0.40234,-0.85855,-0.66676,-0.77528,-0.87386,-0.99575,-1.13623,-0.86455,-1.19432,-1.53621,-1.66897,-1.62199,-1.61658,-1.67036,-1.78342,-1.57285,-1.64454,-1.6385,-1.65138,-1.64872,-1.64463,-1.62471,-1.67963,-1.76264,-1.62045,-1.66819,-1.71741,-1.66795,-1.60858,-1.47742,-1.374,-1.44423,-1.5656
Oct2013,-1.19097,-1.51195,-1.60167,-1.75688,-1.03967,-0.8359,-0.58376,-0.02289,0.0209,0.00623,-0.22346,-0.18893,0.03104,-0.11907,-0.48382,-0.52351,-0.70733,-1.11008,-0.93097,-1.02232,-1.1028,-1.21157,-1.32669,-1.08366,-1.38341,-1.66534,-1.77857,-1.74418,-1.71989,-1.75319,-1.85384,-1.67693,-1.73867,-1.73189,-1.7325,-1.71694,-1.73427,-1.7232,-1.76009,-1.82738,-1.70053,-1.74182,-1.78176,-1.74043,-1.69337,-1.56933,-1.47425,-1.53255
Nov2013,0.86498,-0.50764,-1.00868,-1.0917,-1.31159,-0.79922,-0.631,-0.39909,0.14216,0.1814,0.16092,-0.07124,-0.03487,0.17044,0.0295,-0.33849,-0.38259,-0.58518,-1.00288,-0.82589,-0.92408,-1.00912,-1.11881,-1.23519,-0.99339,-1.27211,-1.54413,-1.67424,-1.64618,-1.65039,-1.70023,-1.81168,-1.63042,-1.6853,-1.68026,-1.6734,-1.65768,-1.66176,-1.65325,-1.69414,-1.76849,-1.63484,-1.67306,-1.71063,-1.667,-1.61539,-1.49777,-1.40251
Dec2013,-0.56065,0.21615,-0.92034,-1.36437,-1.36113,-1.5638,-0.97561,-0.79196,-0.55838,-0.00615,0.0401,0.03774,-0.181,-0.1425,0.06366,-0.07941,-0.43702,-0.48021,-0.68208,-1.0826,-0.90553,-0.99674,-1.0781,-1.18586,-1.30184,-1.06083,-1.34211,-1.58627,-1.7056,-1.69025,-1.69449,-1.73488,-1.84348,-1.67614,-1.72994,-1.72563,-1.72191,-1.70723,-1.70786,-1.69836,-1.73559,-1.80728,-1.67594,-1.71582,-1.76051,-1.72033,-1.67066,-1.54994
Jan2014,0.5212,-0.12082,0.29656,-0.63073,-1.16349,-1.2149,-1.46092,-0.8839,-0.72295,-0.49782,0.02979,0.07878,0.07341,-0.13223,-0.09545,0.10174,-0.04729,-0.39512,-0.44219,-0.64404,-1.0467,-0.86894,-0.96404,-1.05051,-1.16784,-1.29643,-1.04124,-1.33378,-1.59699,-1.73896,-1.7257,-1.74418,-1.7955,-1.92861,-1.73951,-1.80094,-1.79133,-1.79077,-1.77654,-1.77128,-1.75168,-1.78705,-1.87046,-1.71555,-1.75931,-1.81041,-1.7663,-1.70744
Feb2014,0.01324,0.2716,-0.20091,0.20763,-0.68598,-1.15559,-1.2035,-1.43148,-0.90668,-0.75824,-0.54262,-0.0275,0.03178,0.02914,-0.17102,-0.13284,0.07337,-0.07531,-0.41895,-0.46256,-0.65973,-1.05145,-0.8857,-0.98099,-1.06231,-1.17712,-1.30571,-1.05529,-1.33377,-1.59655,-1.73796,-1.7318,-1.74766,-1.80372,-1.92561,-1.73405,-1.79375,-1.786,-1.79017,-1.77456,-1.76486,-1.75134,-1.78727,-1.86784,-1.70867,-1.75096,-1.80309,-1.75793
Mar2014,-0.22381,-0.23665,-0.16517,-0.40354,-0.04824,-0.83189,-1.19643,-1.24201,-1.43261,-0.98146,-0.8617,-0.65923,-0.13513,-0.07176,-0.07459,-0.27773,-0.23697,-0.0163,-0.13766,-0.48196,-0.52719,-0.71171,-1.10683,-0.93364,-1.03768,-1.12321,-1.24315,-1.37205,-1.11485,-1.39144,-1.66077,-1.79126,-1.78049,-1.78718,-1.85173,-1.9776,-1.78264,-1.846,-1.82583,-1.82834,-1.80803,-1.80485,-1.79741,-1.83318,-1.91899,-1.74857,-1.8013,-1.85702
Apr2014,-0.80904,-0.78651,-0.65355,-0.54934,-0.70212,-0.40236,-1.05776,-1.4028,-1.44812,-1.57975,-1.1644,-1.024,-0.85671,-0.36349,-0.29798,-0.29415,-0.47585,-0.42498,-0.20885,-0.30505,-0.63599,-0.67398,-0.85503,-1.23365,-1.06373,-1.16638,-1.24615,-1.35664,-1.482,-1.22818,-1.51255,-1.7837,-1.9003,-1.89265,-1.8775,-1.95231,-2.08565,-1.90281,-1.96879,-1.93366,-1.93081,-1.89518,-1.87993,-1.87232,-1.90145,-1.98984,-1.82396,-1.88362
May2014,-0.79628,-1.15204,-1.06981,-1.00414,-0.90232,-0.97191,-0.72326,-1.27261,-1.55893,-1.54167,-1.63595,-1.31204,-1.19435,-1.06133,-0.61999,-0.56811,-0.5564,-0.69242,-0.64357,-0.46196,-0.54459,-0.83248,-0.86097,-1.01224,-1.35242,-1.20746,-1.30741,-1.38367,-1.48949,-1.60791,-1.3637,-1.62166,-1.87972,-1.98505,-1.96943,-1.93848,-2.01293,-2.12571,-1.96981,-2.04045,-2.00809,-2.00966,-1.97776,-1.96011,-1.96254,-1.9915,-2.06723,-1.8951
Jun2014,-0.34811,-0.79964,-1.11102,-1.09095,-1.06907,-0.96281,-1.03915,-0.79404,-1.38002,-1.6092,-1.5731,-1.65701,-1.34241,-1.23559,-1.09866,-0.67509,-0.62147,-0.60108,-0.72611,-0.68932,-0.51504,-0.59204,-0.86945,-0.89944,-1.03413,-1.35401,-1.21103,-1.31668,-1.39772,-1.49109,-1.6027,-1.37099,-1.63783,-1.89237,-1.99024,-1.95354,-1.93281,-1.99727,-2.10267,-1.94542,-2.00695,-1.98169,-1.98778,-1.97372,-1.94921,-1.94475,-1.97544,-2.04534
Jul2014,0.39781,-0.1397,-0.59375,-0.90022,-0.91821,-0.93147,-0.82372,-0.89707,-0.66922,-1.18145,-1.44787,-1.43118,-1.5186,-1.21067,-1.11676,-0.98233,-0.57626,-0.52526,-0.50863,-0.63403,-0.60411,-0.43783,-0.51268,-0.78122,-0.81388,-0.94939,-1.26107,-1.11801,-1.21849,-1.2995,-1.39009,-1.50201,-1.27928,-1.53081,-1.76621,-1.86364,-1.83807,-1.83447,-1.89287,-2.00304,-1.84586,-1.90635,-1.88811,-1.89042,-1.88423,-1.85909,-1.8651,-1.89653
Aug2014,0.342,0.35543,-0.11229,-0.48576,-0.74923,-0.78727,-0.8064,-0.70355,-0.76667,-0.56246,-1.02544,-1.29553,-1.29025,-1.36438,-1.10081,-1.02923,-0.90863,-0.51307,-0.46554,-0.45447,-0.57351,-0.54625,-0.39386,-0.45999,-0.7197,-0.75372,-0.88708,-1.19199,-1.04817,-1.14015,-1.21816,-1.31208,-1.42335,-1.21497,-1.44742,-1.67147,-1.769,-1.74068,-1.74432,-1.80397,-1.91548,-1.74953,-1.80669,-1.79839,-1.80225,-1.80419,-1.77397,-1.78325
Sep2014,0.35548,0.36343,0.45179,0.06377,-0.30638,-0.57569,-0.61749,-0.62712,-0.53944,-0.61749,-0.42882,-0.90009,-1.20917,-1.2054,-1.29397,-1.01994,-0.94545,-0.82994,-0.43594,-0.39496,-0.39012,-0.5162,-0.48529,-0.32258,-0.38558,-0.65777,-0.69337,-0.82617,-1.13511,-0.98967,-1.0825,-1.16442,-1.25984,-1.3716,-1.15735,-1.38401,-1.61555,-1.72424,-1.70182,-1.70745,-1.78572,-1.88925,-1.71082,-1.77352,-1.765,-1.77621,-1.77764,-1.74017
Oct2014,-1.52885,-0.82726,-0.66936,-0.49807,-0.6691,-0.90053,-1.09488,-1.11567,-1.09925,-1.00976,-1.04417,-0.89043,-1.34213,-1.56082,-1.51677,-1.58284,-1.33138,-1.25202,-1.14034,-0.77777,-0.73528,-0.73082,-0.83374,-0.79738,-0.65791,-0.70817,-0.93949,-0.96199,-1.05847,-1.32288,-1.19865,-1.28501,-1.35337,-1.43365,-1.5276,-1.32495,-1.54236,-1.75407,-1.83488,-1.80873,-1.81066,-1.87941,-1.96606,-1.81441,-1.87579,-1.85851,-1.86506,-1.86366
Nov2014,1.62549,0.0595,0.18943,0.21615,0.31043,0.00444,-0.31367,-0.54331,-0.58754,-0.59409,-0.52383,-0.60557,-0.42477,-0.82916,-1.13071,-1.13556,-1.21249,-0.98159,-0.92791,-0.82169,-0.45355,-0.42257,-0.42845,-0.54504,-0.51015,-0.35178,-0.41004,-0.66124,-0.69454,-0.81708,-1.10755,-0.9753,-1.0639,-1.13225,-1.22676,-1.32726,-1.12606,-1.33129,-1.54929,-1.64588,-1.62884,-1.63068,-1.69565,-1.77837,-1.61668,-1.67246,-1.6654,-1.66937
Dec2014,0.04422,1.42147,-0.04213,0.10116,0.13399,0.24579,-0.04226,-0.35098,-0.58228,-0.63717,-0.63921,-0.55146,-0.6231,-0.4405,-0.86926,-1.15934,-1.15334,-1.22667,-0.99453,-0.93957,-0.83091,-0.46151,-0.42738,-0.43143,-0.54672,-0.51338,-0.35965,-0.42669,-0.67071,-0.70298,-0.82468,-1.10892,-0.97727,-1.06481,-1.13485,-1.22833,-1.3314,-1.12967,-1.3341,-1.55082,-1.64703,-1.62949,-1.63428,-1.70079,-1.79048,-1.62887,-1.68755,-1.67868
Jan2015,-0.01974,-0.11075,0.98703,-0.11704,-0.01539,0.02761,0.15999,-0.12862,-0.42274,-0.63293,-0.67314,-0.67101,-0.58589,-0.64159,-0.46726,-0.87433,-1.15218,-1.15733,-1.23033,-1.01552,-0.9736,-0.86294,-0.50804,-0.47668,-0.48175,-0.60079,-0.55976,-0.41179,-0.48311,-0.73056,-0.76458,-0.89305,-1.18686,-1.05819,-1.1419,-1.21554,-1.31065,-1.42163,-1.20719,-1.42284,-1.64258,-1.73606,-1.72513,-1.7102,-1.78132,-1.87961,-1.71291,-1.76506
Feb2015,0.35741,0.10639,-0.0321,0.97895,-0.10641,0.02774,0.07565,0.19178,-0.10794,-0.41055,-0.609,-0.64998,-0.64138,-0.563,-0.62027,-0.44517,-0.83031,-1.10708,-1.1185,-1.18936,-0.98498,-0.94272,-0.84174,-0.49498,-0.46409,-0.46818,-0.58722,-0.54583,-0.39398,-0.46015,-0.70727,-0.73962,-0.86762,-1.16384,-1.0309,-1.11208,-1.1849,-1.28104,-1.3946,-1.18149,-1.39224,-1.61616,-1.71242,-1.699,-1.68189,-1.75124,-1.84965,-1.68172
Mar2015,1.46773,1.25884,1.02992,0.73592,1.41933,0.56521,0.57014,0.59073,0.67613,0.37863,0.0268,-0.17946,-0.22524,-0.22714,-0.17238,-0.27446,-0.10116,-0.45484,-0.75588,-0.79917,-0.88209,-0.68376,-0.64029,-0.53277,-0.17765,-0.15164,-0.16428,-0.30198,-0.26669,-0.11241,-0.1857,-0.44164,-0.47756,-0.61805,-0.93026,-0.7821,-0.86435,-0.94341,-1.04643,-1.17147,-0.95977,-1.17465,-1.41732,-1.5354,-1.52672,-1.52326,-1.60244,-1.70291
Apr2015,-1.02876,0.67342,0.60857,0.4064,0.26688,0.97444,0.14917,0.18494,0.2375,0.31728,0.05208,-0.2411,-0.44964,-0.48566,-0.48462,-0.4221,-0.50292,-0.32233,-0.66978,-0.94495,-0.97173,-1.04789,-0.85236,-0.80995,-0.69777,-0.3401,-0.30762,-0.32036,-0.4511,-0.41403,-0.26236,-0.3338,-0.58517,-0.61697,-0.74971,-1.05793,-0.91374,-0.99971,-1.07896,-1.17436,-1.29635,-1.07597,-1.28337,-1.51757,-1.62608,-1.62031,-1.61526,-1.69888
May2015,-1.85019,-1.8781,-0.69182,-0.56355,-0.66457,-0.62371,0.085,-0.66748,-0.63427,-0.54551,-0.43922,-0.5829,-0.78651,-0.96531,-0.97153,-0.97649,-0.906,-0.94001,-0.77528,-1.11599,-1.34261,-1.33348,-1.38267,-1.18958,-1.14518,-1.04862,-0.71197,-0.67537,-0.68331,-0.80378,-0.76208,-0.62746,-0.68498,-0.90354,-0.92771,-1.02826,-1.31111,-1.17554,-1.26292,-1.33875,-1.4203,-1.53524,-1.31701,-1.51851,-1.74936,-1.84311,-1.82763,-1.80169
Jun2015,0.711,-0.69864,-1.1004,-0.22418,-0.19628,-0.26961,-0.26893,0.3438,-0.29798,-0.2954,-0.2393,-0.14254,-0.29281,-0.52623,-0.72953,-0.74398,-0.74488,-0.67785,-0.71953,-0.56741,-0.88994,-1.13181,-1.13907,-1.19904,-1.00763,-0.96551,-0.85845,-0.54381,-0.51251,-0.52125,-0.64608,-0.61727,-0.48953,-0.54851,-0.76393,-0.78896,-0.8955,-1.16772,-1.03132,-1.10566,-1.17808,-1.26459,-1.37398,-1.17093,-1.36572,-1.59266,-1.69678,-1.68163
Jul2015,-1.55324,-0.15014,-1.1885,-1.49981,-0.64566,-0.59634,-0.63869,-0.60221,-0.003,-0.6041,-0.55464,-0.49276,-0.39523,-0.51526,-0.71885,-0.89065,-0.90529,-0.90349,-0.83546,-0.86805,-0.72736,-1.04627,-1.2655,-1.25464,-1.30448,-1.11521,-1.07235,-0.97589,-0.68138,-0.65383,-0.66112,-0.77206,-0.7395,-0.62254,-0.67727,-0.87405,-0.89471,-0.99081,-1.24472,-1.1211,-1.19473,-1.26344,-1.34225,-1.44385,-1.24903,-1.43716,-1.66245,-1.75529
Aug2015,0.03982,-0.92893,-0.25395,-1.03304,-1.28586,-0.63726,-0.59045,-0.61285,-0.57147,-0.02693,-0.57912,-0.55142,-0.49622,-0.4077,-0.51485,-0.70476,-0.86848,-0.87694,-0.87193,-0.81141,-0.84299,-0.70822,-1.01304,-1.22303,-1.21495,-1.26241,-1.08278,-1.04336,-0.94781,-0.66532,-0.64141,-0.65165,-0.75405,-0.7279,-0.6066,-0.65809,-0.84953,-0.86862,-0.95836,-1.20706,-1.08881,-1.15562,-1.22135,-1.30103,-1.40069,-1.21688,-1.39548,-1.61371
Sep2015,-0.24063,-0.23827,-0.90794,-0.35742,-1.11456,-1.35471,-0.67897,-0.61358,-0.64558,-0.60253,-0.08922,-0.63598,-0.60042,-0.54026,-0.45046,-0.55108,-0.73796,-0.91069,-0.92871,-0.93105,-0.8714,-0.9081,-0.76471,-1.07326,-1.29671,-1.28167,-1.32578,-1.1205,-1.07109,-0.9787,-0.70159,-0.68139,-0.69097,-0.78868,-0.76116,-0.63903,-0.6861,-0.87197,-0.89135,-0.97674,-1.23426,-1.11048,-1.17984,-1.24693,-1.32545,-1.43044,-1.24219,-1.42038
Oct2015,-0.6855,-0.67378,-0.66556,-1.15452,-0.67219,-1.25516,-1.45856,-0.91222,-0.84386,-0.86665,-0.82003,-0.35268,-0.8675,-0.80764,-0.73838,-0.65313,-0.73832,-0.89977,-1.05872,-1.06626,-1.06211,-1.01329,-1.04001,-0.90658,-1.18765,-1.3729,-1.36252,-1.40599,-1.20697,-1.15567,-1.07501,-0.82157,-0.79793,-0.80444,-0.90068,-0.86605,-0.75721,-0.80602,-0.97484,-0.99017,-1.06475,-1.29702,-1.18327,-1.2468,-1.31043,-1.37767,-1.47057,-1.29595
Nov2015,0.68565,-0.28571,-0.38315,-0.41798,-0.87578,-0.52441,-1.09735,-1.31683,-0.79098,-0.72757,-0.75259,-0.72064,-0.24391,-0.73141,-0.69557,-0.63593,-0.55479,-0.65605,-0.82831,-0.99117,-1.00435,-1.00355,-0.95619,-0.98493,-0.85135,-1.114,-1.2935,-1.29626,-1.34249,-1.16059,-1.11556,-1.03518,-0.77624,-0.74882,-0.75908,-0.86034,-0.82764,-0.71345,-0.76201,-0.93184,-0.94864,-1.02411,-1.25394,-1.14027,-1.20181,-1.26133,-1.3299,-1.41916
Dec2015,-1.84368,-0.70314,-1.15275,-1.08712,-1.01098,-1.43328,-0.94704,-1.44416,-1.66728,-1.15259,-1.07011,-1.06835,-1.0022,-0.52267,-1.0488,-0.9716,-0.87799,-0.79159,-0.87704,-1.03385,-1.17801,-1.18999,-1.18353,-1.13204,-1.15693,-1.02573,-1.29236,-1.44579,-1.43449,-1.48278,-1.30041,-1.24895,-1.17331,-0.92606,-0.90025,-0.90437,-0.99947,-0.95997,-0.85431,-0.90099,-1.05936,-1.07423,-1.14217,-1.3675,-1.2614,-1.32674,-1.38704,-1.45051
Jan2016,0.89173,-0.40562,-0.0586,-0.61937,-0.72947,-0.72018,-1.15874,-0.73451,-1.24397,-1.46661,-0.95824,-0.88737,-0.89209,-0.8291,-0.36948,-0.85908,-0.80967,-0.74405,-0.66909,-0.76848,-0.93649,-1.07858,-1.09486,-1.09686,-1.05649,-1.09344,-0.94978,-1.22559,-1.3989,-1.40642,-1.46096,-1.28504,-1.2372,-1.16394,-0.89081,-0.86421,-0.87022,-0.97666,-0.93589,-0.82666,-0.87728,-1.045,-1.06689,-1.13143,-1.36479,-1.25699,-1.32134,-1.37839
Feb2016,1.26845,1.28494,0.23454,0.45354,-0.17773,-0.31707,-0.34125,-0.75303,-0.45586,-1.00099,-1.21085,-0.73334,-0.66527,-0.68188,-0.63878,-0.1877,-0.64166,-0.616,-0.56976,-0.49907,-0.6112,-0.78234,-0.93569,-0.95212,-0.95555,-0.91898,-0.96002,-0.81787,-1.07836,-1.25873,-1.27699,-1.33738,-1.16416,-1.12052,-1.03884,-0.76067,-0.73493,-0.74447,-0.85523,-0.81985,-0.70566,-0.75789,-0.93342,-0.95543,-1.02816,-1.26307,-1.1536,-1.21499
Mar2016,0.76654,1.07735,1.25448,0.41864,0.60172,0.00195,-0.15234,-0.17484,-0.53179,-0.28362,-0.85855,-1.06918,-0.58977,-0.52729,-0.55822,-0.53471,-0.08377,-0.52229,-0.48029,-0.44115,-0.37788,-0.48886,-0.66287,-0.8231,-0.84501,-0.85377,-0.81971,-0.86622,-0.7206,-0.98128,-1.17095,-1.18778,-1.24788,-1.07089,-1.02925,-0.93924,-0.65768,-0.63286,-0.6414,-0.75608,-0.725,-0.60795,-0.66586,-0.84889,-0.87285,-0.95501,-1.2013,-1.09101
Apr2016,0.27874,0.60968,0.90693,1.05809,0.3914,0.54077,0.04576,-0.15209,-0.17199,-0.52424,-0.29739,-0.8287,-1.04468,-0.59348,-0.53486,-0.56305,-0.54413,-0.09862,-0.51103,-0.46122,-0.4286,-0.36534,-0.48608,-0.66343,-0.81528,-0.83421,-0.84001,-0.80555,-0.85211,-0.70917,-0.97317,-1.16872,-1.18527,-1.24643,-1.06546,-1.0274,-0.93686,-0.6541,-0.62928,-0.63795,-0.75662,-0.72268,-0.60493,-0.65955,-0.84167,-0.86703,-0.95127,-1.19742
May2016,-0.41109,-0.35103,0.06679,0.44863,0.61613,0.07225,0.23556,-0.18638,-0.41098,-0.41659,-0.70181,-0.47744,-0.94542,-1.13665,-0.72989,-0.68581,-0.70792,-0.67184,-0.25083,-0.65315,-0.60466,-0.56042,-0.49849,-0.60246,-0.76136,-0.90165,-0.92055,-0.92554,-0.894,-0.94156,-0.80343,-1.05874,-1.24355,-1.25143,-1.30599,-1.12279,-1.08408,-0.99211,-0.71808,-0.69334,-0.70035,-0.82095,-0.78637,-0.67482,-0.73234,-0.90931,-0.93155,-1.00877
Jun2016,-1.28291,-1.11516,-0.92686,-0.5431,-0.20472,0.00475,-0.3885,-0.22493,-0.60852,-0.76324,-0.73983,-0.97164,-0.73619,-1.16505,-1.34286,-0.96757,-0.9197,-0.92483,-0.87906,-0.49034,-0.88173,-0.82935,-0.77264,-0.71112,-0.79169,-0.93622,-1.06316,-1.09342,-1.10213,-1.06319,-1.10571,-0.97812,-1.23085,-1.40764,-1.40137,-1.43959,-1.26045,-1.21816,-1.1326,-0.87454,-0.85143,-0.85313,-0.95047,-0.91327,-0.80568,-0.8636,-1.02667,-1.0459
Jul2016,-1.33699,-1.62199,-1.43354,-1.28309,-0.8732,-0.54767,-0.33296,-0.66362,-0.50141,-0.83772,-0.9387,-0.90976,-1.12445,-0.88665,-1.27019,-1.4278,-1.08142,-1.03515,-1.03633,-0.98893,-0.62754,-1.00915,-0.95475,-0.88794,-0.82488,-0.89197,-1.02306,-1.14429,-1.1755,-1.18549,-1.14508,-1.18299,-1.05854,-1.298,-1.45854,-1.44754,-1.48486,-1.31719,-1.27455,-1.19894,-0.95405,-0.93171,-0.92946,-1.02123,-0.98414,-0.88223,-0.94049,-1.09332
Aug2016,-1.34501,-1.56781,-1.67922,-1.55581,-1.4586,-1.14751,-0.86578,-0.65211,-0.90769,-0.7623,-1.07403,-1.13972,-1.09393,-1.27193,-1.05312,-1.38827,-1.53689,-1.22595,-1.17469,-1.17454,-1.12968,-0.78704,-1.1571,-1.10532,-1.02642,-0.95991,-1.01107,-1.13264,-1.24404,-1.27423,-1.28295,-1.2459,-1.28081,-1.16517,-1.38598,-1.53285,-1.51626,-1.54475,-1.38234,-1.34587,-1.27916,-1.04657,-1.02486,-1.02181,-1.10882,-1.07252,-0.97488,-1.02938
Sep2016,-1.40899,-1.83745,-2.22281,-2.21746,-2.05735,-1.8677,-1.53785,-1.19754,-0.98382,-1.20624,-1.07457,-1.41366,-1.43752,-1.34979,-1.5382,-1.29365,-1.60817,-1.75286,-1.46418,-1.41764,-1.41326,-1.37322,-1.01747,-1.40185,-1.35225,-1.24578,-1.16354,-1.18592,-1.29248,-1.40791,-1.43976,-1.44796,-1.40285,-1.43586,-1.31042,-1.52735,-1.67538,-1.65285,-1.68218,-1.51066,-1.48463,-1.41479,-1.18761,-1.16554,-1.15712,-1.24402,-1.20433,-1.10493
Oct2016,-0.1912,-0.92296,-1.46812,-1.80432,-1.93248,-1.80796,-1.71554,-1.47541,-1.19299,-1.00812,-1.19854,-1.10542,-1.42788,-1.4481,-1.36604,-1.5263,-1.31555,-1.62327,-1.75103,-1.4598,-1.40862,-1.4099,-1.36762,-1.04711,-1.38897,-1.33149,-1.24839,-1.17913,-1.19449,-1.28834,-1.39475,-1.42537,-1.43125,-1.3929,-1.41982,-1.29932,-1.50585,-1.64693,-1.62344,-1.64753,-1.49537,-1.46863,-1.40118,-1.19299,-1.17521,-1.16597,-1.24483,-1.20494
Nov2016,1.66624,0.94977,0.15596,-0.37618,-0.76533,-1.21246,-1.21017,-1.16431,-0.93165,-0.66669,-0.49918,-0.74591,-0.61812,-0.89079,-0.99281,-0.95804,-1.13562,-0.94901,-1.3052,-1.45468,-1.14497,-1.10199,-1.11339,-1.076,-0.74856,-1.0679,-1.01282,-0.96024,-0.90162,-0.94646,-1.05988,-1.1728,-1.20131,-1.20321,-1.17286,-1.20484,-1.08938,-1.2837,-1.42972,-1.41947,-1.45321,-1.30058,-1.27109,-1.19896,-0.98331,-0.96344,-0.96097,-1.04464
Dec2016,-0.69412,1.18688,0.63244,-0.17675,-0.69408,-1.05823,-1.40384,-1.38776,-1.35407,-1.12543,-0.84652,-0.65477,-0.88281,-0.75768,-1.05915,-1.13073,-1.07291,-1.24428,-1.04951,-1.38588,-1.52659,-1.22727,-1.18305,-1.19287,-1.15466,-0.82923,-1.15149,-1.08789,-1.03127,-0.97542,-1.01624,-1.12218,-1.23142,-1.26316,-1.26605,-1.23382,-1.26579,-1.14837,-1.34235,-1.48593,-1.47193,-1.50416,-1.3528,-1.32447,-1.25744,-1.04502,-1.02632,-1.02306
Jan2017,0.53613,-0.17874,0.99147,0.63034,-0.08372,-0.57152,-0.93284,-1.29645,-1.28223,-1.2537,-1.02566,-0.76237,-0.5819,-0.79536,-0.67267,-0.95484,-1.03729,-1.00157,-1.17165,-0.99854,-1.3441,-1.47946,-1.1892,-1.1525,-1.17289,-1.1456,-0.80827,-1.13882,-1.08613,-1.03815,-0.98356,-1.03492,-1.14854,-1.27184,-1.2959,-1.30025,-1.26446,-1.30264,-1.17807,-1.38273,-1.52824,-1.512,-1.55286,-1.3835,-1.35634,-1.29011,-1.07014,-1.04757
